candidate_id,ticker,company,acquirer,announcement_date,announcement_year,source_url,source_type,filing_type,accession_number,deal_type_guess,inclusion_status,inclusion_reason,exclusion_reason,confidence,existing_case_id_if_any,already_in_first_50,already_in_batch_51_70,needs_date_backfill,needs_standard_deal_confirmation,fmp_profile_status,notes
RHC-0134-ACQUIRED-ENLV,ENLV,Enliven Therapeutics,EDGAR possible,,2023,https://efts.sec.gov/LATEST/search-index?q=ENLV+%22Enliven+Therapeutics%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2023-01-01&enddt=2023-12-31,LOCAL_CANDIDATE_QUERY,,,MERGER,MAYBE_NEEDS_REVIEW,Local candidate has standard acquisition/merger language but needs announcement-date/source confirmation.,,LOW,RHC-0134-ACQUIRED-ENLV,FALSE,FALSE,TRUE,TRUE,NOT_CHECKED_OFFLINE_BUILDER,No HIGH/MEDIUM date table coverage. No source_evidence rows found.
RHC-0135-ACQUIRED-HRMY,HRMY,Harmony Biosciences,EDGAR possible,,2023,https://efts.sec.gov/LATEST/search-index?q=HRMY+%22Harmony+Biosciences%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2023-01-01&enddt=2023-12-31,LOCAL_CANDIDATE_QUERY,,,ACQUISITION,MAYBE_NEEDS_REVIEW,Local candidate has standard acquisition/merger language but needs announcement-date/source confirmation.,,LOW,RHC-0135-ACQUIRED-HRMY,FALSE,FALSE,TRUE,TRUE,NOT_CHECKED_OFFLINE_BUILDER,No HIGH/MEDIUM date table coverage. No source_evidence rows found.
RHC-0136-ACQUIRED-SYNH,SYNH,"Syneos Health, Inc.",Life-sciences services,,2023,https://efts.sec.gov/LATEST/search-index?q=SYNH+%22Syneos+Health%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2023-01-01&enddt=2023-12-31,LOCAL_CANDIDATE_QUERY,,,ACQUISITION,MAYBE_NEEDS_REVIEW,Local candidate has standard acquisition/merger language but needs announcement-date/source confirmation.,,LOW,RHC-0136-ACQUIRED-SYNH,FALSE,FALSE,TRUE,TRUE,NOT_CHECKED_OFFLINE_BUILDER,No HIGH/MEDIUM date table coverage. No source_evidence rows found.
RHC-0067-ACQUIRED-ALPN,ALPN,"Alpine Immune Sciences, Inc.",Vertex,2024-04-10,2024,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALPN&type=8-K&dateb=&owner=include&count=40,merger 8-K EDGAR verified,,,TENDER_OFFER,INCLUDE_STANDARD_PUBLIC_COMPANY_ACQUISITION,Local candidate has standard acquisition/merger language plus existing date/source coverage.,,HIGH,RHC-0067-ACQUIRED-ALPN,FALSE,TRUE,FALSE,FALSE,NOT_CHECKED_OFFLINE_BUILDER,Date table coverage: HIGH. Source evidence rows: 1. Already part of Batch 51-70 workflow.
RHC-0068-ACQUIRED-AMAM,AMAM,Ambrx Biopharma Inc.,Johnson & Johnson,2024-01-08,2024,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMAM&type=8-K&dateb=&owner=include&count=40,merger 8-K EDGAR verified,,,MERGER,INCLUDE_STANDARD_PUBLIC_COMPANY_ACQUISITION,Local candidate has standard acquisition/merger language plus existing date/source coverage.,,HIGH,RHC-0068-ACQUIRED-AMAM,FALSE,TRUE,FALSE,FALSE,NOT_CHECKED_OFFLINE_BUILDER,Date table coverage: HIGH. Source evidence rows: 1. Already part of Batch 51-70 workflow.
RHC-0069-ACQUIRED-CBAY,CBAY,"CymaBay Therapeutics, Inc.",Gilead,2024-02-12,2024,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CBAY&type=8-K&dateb=&owner=include&count=40,merger 8-K EDGAR verified,,,TENDER_OFFER,INCLUDE_STANDARD_PUBLIC_COMPANY_ACQUISITION,Local candidate has standard acquisition/merger language plus existing date/source coverage.,,HIGH,RHC-0069-ACQUIRED-CBAY,FALSE,TRUE,FALSE,FALSE,NOT_CHECKED_OFFLINE_BUILDER,Date table coverage: HIGH. Source evidence rows: 1. Already part of Batch 51-70 workflow.
RHC-0070-ACQUIRED-CERE,CERE,"Cerevel Therapeutics Holdings, Inc.",AbbVie,2023-12-07,2023,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CERE&type=8-K&dateb=&owner=include&count=40,merger 8-K EDGAR verified,,,MERGER,INCLUDE_STANDARD_PUBLIC_COMPANY_ACQUISITION,Local candidate has standard acquisition/merger language plus existing date/source coverage.,,HIGH,RHC-0070-ACQUIRED-CERE,FALSE,TRUE,FALSE,FALSE,NOT_CHECKED_OFFLINE_BUILDER,Date table coverage: HIGH. Source evidence rows: 1. Already part of Batch 51-70 workflow.
RHC-0071-ACQUIRED-DCPH,DCPH,"Deciphera Pharmaceuticals, Inc.",ONO,2024-04-29,2024,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DCPH&type=8-K&dateb=&owner=include&count=40,merger 8-K EDGAR verified,,,TENDER_OFFER,INCLUDE_STANDARD_PUBLIC_COMPANY_ACQUISITION,Local candidate has standard acquisition/merger language plus existing date/source coverage.,,HIGH,RHC-0071-ACQUIRED-DCPH,FALSE,FALSE,FALSE,FALSE,NOT_CHECKED_OFFLINE_BUILDER,Date table coverage: HIGH. Source evidence rows: 1.
RHC-0072-ACQUIRED-FATE,FATE,Fate Therapeutics,Johnson and Johnson,,2024,https://efts.sec.gov/LATEST/search-index?q=FATE+%22Fate+Therapeutics%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2024-01-01&enddt=2024-12-31,LOCAL_CANDIDATE_QUERY,,,UNKNOWN,MAYBE_NEEDS_REVIEW,Local candidate has standard acquisition/merger language but needs announcement-date/source confirmation.,,LOW,RHC-0072-ACQUIRED-FATE,FALSE,FALSE,TRUE,TRUE,NOT_CHECKED_OFFLINE_BUILDER,No HIGH/MEDIUM date table coverage. No source_evidence rows found.
RHC-0073-ACQUIRED-FUSN,FUSN,Fusion Pharmaceuticals Inc.,AstraZeneca,,2024,https://efts.sec.gov/LATEST/search-index?q=FUSN+%22Fusion+Pharmaceuticals+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2024-01-01&enddt=2024-12-31,LOCAL_CANDIDATE_QUERY,,,ACQUISITION,MAYBE_NEEDS_REVIEW,Local candidate has standard acquisition/merger language but needs announcement-date/source confirmation.,,LOW,RHC-0073-ACQUIRED-FUSN,FALSE,FALSE,TRUE,TRUE,NOT_CHECKED_OFFLINE_BUILDER,No HIGH/MEDIUM date table coverage. No source_evidence rows found.
RHC-0074-ACQUIRED-G1T,G1T,G1 Therapeutics,Pfizer,,2024,https://efts.sec.gov/LATEST/search-index?q=G1T+%22G1+Therapeutics%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2024-01-01&enddt=2024-12-31,LOCAL_CANDIDATE_QUERY,,,UNKNOWN,MAYBE_NEEDS_REVIEW,Local candidate has standard acquisition/merger language but needs announcement-date/source confirmation.,,LOW,RHC-0074-ACQUIRED-G1T,FALSE,FALSE,TRUE,TRUE,NOT_CHECKED_OFFLINE_BUILDER,No HIGH/MEDIUM date table coverage. No source_evidence rows found.
RHC-0075-ACQUIRED-GRCL,GRCL,Gracell Biotechnologies,AstraZeneca,,2024,https://efts.sec.gov/LATEST/search-index?q=GRCL+%22Gracell+Biotechnologies%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2024-01-01&enddt=2024-12-31,LOCAL_CANDIDATE_QUERY,,,UNKNOWN,MAYBE_NEEDS_REVIEW,Local candidate has standard acquisition/merger language but needs announcement-date/source confirmation.,,LOW,RHC-0075-ACQUIRED-GRCL,FALSE,FALSE,TRUE,TRUE,NOT_CHECKED_OFFLINE_BUILDER,No HIGH/MEDIUM date table coverage. No source_evidence rows found.
RHC-0076-ACQUIRED-KRTX,KRTX,"Karuna Therapeutics, Inc.",Bristol Myers Squibb,,2024,https://efts.sec.gov/LATEST/search-index?q=KRTX+%22Karuna+Therapeutics%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2024-01-01&enddt=2024-12-31,LOCAL_CANDIDATE_QUERY,,,MERGER,MAYBE_NEEDS_REVIEW,Local candidate has standard acquisition/merger language but needs announcement-date/source confirmation.,,LOW,RHC-0076-ACQUIRED-KRTX,FALSE,FALSE,TRUE,TRUE,NOT_CHECKED_OFFLINE_BUILDER,No HIGH/MEDIUM date table coverage. No source_evidence rows found.
RHC-0077-ACQUIRED-LBPH,LBPH,"Longboard Pharmaceuticals, Inc.",Lundbeck,,2024,https://efts.sec.gov/LATEST/search-index?q=LBPH+%22Longboard+Pharmaceuticals%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2024-01-01&enddt=2024-12-31,LOCAL_CANDIDATE_QUERY,,,TENDER_OFFER,MAYBE_NEEDS_REVIEW,Local candidate has standard acquisition/merger language but needs announcement-date/source confirmation.,,LOW,RHC-0077-ACQUIRED-LBPH,FALSE,FALSE,TRUE,TRUE,NOT_CHECKED_OFFLINE_BUILDER,No HIGH/MEDIUM date table coverage. No source_evidence rows found.
RHC-0078-ACQUIRED-MORF,MORF,"Morphic Holding, Inc.",Eli Lilly,,2024,https://efts.sec.gov/LATEST/search-index?q=MORF+%22Morphic+Holding%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2024-01-01&enddt=2024-12-31,LOCAL_CANDIDATE_QUERY,,,TENDER_OFFER,MAYBE_NEEDS_REVIEW,Local candidate has standard acquisition/merger language but needs announcement-date/source confirmation.,,LOW,RHC-0078-ACQUIRED-MORF,FALSE,FALSE,TRUE,TRUE,NOT_CHECKED_OFFLINE_BUILDER,No HIGH/MEDIUM date table coverage. No source_evidence rows found.
RHC-0079-ACQUIRED-MRTX,MRTX,"Mirati Therapeutics, Inc.",Bristol Myers Squibb,,2024,https://efts.sec.gov/LATEST/search-index?q=MRTX+%22Mirati+Therapeutics%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2024-01-01&enddt=2024-12-31,LOCAL_CANDIDATE_QUERY,,,MERGER,MAYBE_NEEDS_REVIEW,Local candidate has standard acquisition/merger language but needs announcement-date/source confirmation.,,LOW,RHC-0079-ACQUIRED-MRTX,FALSE,FALSE,TRUE,TRUE,NOT_CHECKED_OFFLINE_BUILDER,No HIGH/MEDIUM date table coverage. No source_evidence rows found.
RHC-0109-ACQUIRED-MOR,MOR,MorphoSys AG,Novartis,,2024,https://efts.sec.gov/LATEST/search-index?q=MOR+%22MorphoSys+AG%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2024-01-01&enddt=2024-12-31,LOCAL_CANDIDATE_QUERY,,,ACQUISITION,MAYBE_NEEDS_REVIEW,Local candidate has standard acquisition/merger language but needs announcement-date/source confirmation.,,LOW,RHC-0109-ACQUIRED-MOR,FALSE,FALSE,TRUE,TRUE,NOT_CHECKED_OFFLINE_BUILDER,No HIGH/MEDIUM date table coverage. No source_evidence rows found.
RHC-0137-ACQUIRED-KPTI,KPTI,Karyopharm Therapeutics,EDGAR possible,,2024,https://efts.sec.gov/LATEST/search-index?q=KPTI+%22Karyopharm+Therapeutics%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2024-01-01&enddt=2024-12-31,LOCAL_CANDIDATE_QUERY,,,ACQUISITION,MAYBE_NEEDS_REVIEW,Local candidate has standard acquisition/merger language but needs announcement-date/source confirmation.,,LOW,RHC-0137-ACQUIRED-KPTI,FALSE,FALSE,TRUE,TRUE,NOT_CHECKED_OFFLINE_BUILDER,No HIGH/MEDIUM date table coverage. No source_evidence rows found.
RHC-0138-ACQUIRED-KROS,KROS,Keros Therapeutics,EDGAR possible,,2024,https://efts.sec.gov/LATEST/search-index?q=KROS+%22Keros+Therapeutics%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2024-01-01&enddt=2024-12-31,LOCAL_CANDIDATE_QUERY,,,ACQUISITION,MAYBE_NEEDS_REVIEW,Local candidate has standard acquisition/merger language but needs announcement-date/source confirmation.,,LOW,RHC-0138-ACQUIRED-KROS,FALSE,FALSE,TRUE,TRUE,NOT_CHECKED_OFFLINE_BUILDER,No HIGH/MEDIUM date table coverage. No source_evidence rows found.
RHC-0139-ACQUIRED-TGTX,TGTX,TG Therapeutics,EDGAR possible,,2024,https://efts.sec.gov/LATEST/search-index?q=TGTX+%22TG+Therapeutics%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2024-01-01&enddt=2024-12-31,LOCAL_CANDIDATE_QUERY,,,ACQUISITION,MAYBE_NEEDS_REVIEW,Local candidate has standard acquisition/merger language but needs announcement-date/source confirmation.,,LOW,RHC-0139-ACQUIRED-TGTX,FALSE,FALSE,TRUE,TRUE,NOT_CHECKED_OFFLINE_BUILDER,No HIGH/MEDIUM date table coverage. No source_evidence rows found.
RHC-0140-ACQUIRED-VSTM,VSTM,Verastem Oncology,EDGAR possible,,2024,https://efts.sec.gov/LATEST/search-index?q=VSTM+%22Verastem+Oncology%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K%2CDEFM14A%2CDEF+14A%2CSC+TO-T%2CSC+TO-I&dateRange=custom&startdt=2024-01-01&enddt=2024-12-31,LOCAL_CANDIDATE_QUERY,,,ACQUISITION,MAYBE_NEEDS_REVIEW,Local candidate has standard acquisition/merger language but needs announcement-date/source confirmation.,,LOW,RHC-0140-ACQUIRED-VSTM,FALSE,FALSE,TRUE,TRUE,NOT_CHECKED_OFFLINE_BUILDER,No HIGH/MEDIUM date table coverage. No source_evidence rows found.
