case_id,ticker,company_name,announcement_date,filing_date,filing_type,accession_number,source_url,possible_signal_type,keyword_hits,excerpt_if_available,confidence,recommended_status
RHC-0104-ACQUIRED-ALBO,ALBO,Albireo Pharma,2023-01-09,2022-04-21,DEF 14A,0001104659-22-048085,https://www.sec.gov/Archives/edgar/data/1322505/000110465922048085/0001104659-22-048085-index.htm,,,Primary and complete submission text fetched.,LOW,LIKELY_NO_HIT
RHC-0104-ACQUIRED-ALBO,ALBO,Albireo Pharma,2023-01-09,2022-05-16,10-Q,0001558370-22-008984,https://www.sec.gov/Archives/edgar/data/1322505/000155837022008984/0001558370-22-008984-index.htm,,,Primary and complete submission text fetched.,LOW,LIKELY_NO_HIT
RHC-0104-ACQUIRED-ALBO,ALBO,Albireo Pharma,2023-01-09,2022-05-16,8-K,0001104659-22-061289,https://www.sec.gov/Archives/edgar/data/1322505/000110465922061289/0001104659-22-061289-index.htm,,,Primary and complete submission text fetched.,LOW,LIKELY_NO_HIT
RHC-0104-ACQUIRED-ALBO,ALBO,Albireo Pharma,2023-01-09,2022-06-17,8-K,0001104659-22-072382,https://www.sec.gov/Archives/edgar/data/1322505/000110465922072382/0001104659-22-072382-index.htm,,,Primary and complete submission text fetched.,LOW,LIKELY_NO_HIT
RHC-0104-ACQUIRED-ALBO,ALBO,Albireo Pharma,2023-01-09,2022-07-29,8-K,0001104659-22-084208,https://www.sec.gov/Archives/edgar/data/1322505/000110465922084208/0001104659-22-084208-index.htm,,,Primary and complete submission text fetched.,LOW,LIKELY_NO_HIT
RHC-0104-ACQUIRED-ALBO,ALBO,Albireo Pharma,2023-01-09,2022-08-10,8-K,0001104659-22-088331,https://www.sec.gov/Archives/edgar/data/1322505/000110465922088331/0001104659-22-088331-index.htm,,,Primary and complete submission text fetched.,LOW,LIKELY_NO_HIT
RHC-0104-ACQUIRED-ALBO,ALBO,Albireo Pharma,2023-01-09,2022-08-15,10-Q,0001558370-22-013652,https://www.sec.gov/Archives/edgar/data/1322505/000155837022013652/0001558370-22-013652-index.htm,,,Primary and complete submission text fetched.,LOW,LIKELY_NO_HIT
RHC-0104-ACQUIRED-ALBO,ALBO,Albireo Pharma,2023-01-09,2022-08-15,8-K,0001104659-22-091240,https://www.sec.gov/Archives/edgar/data/1322505/000110465922091240/0001104659-22-091240-index.htm,,,Primary and complete submission text fetched.,LOW,LIKELY_NO_HIT
RHC-0104-ACQUIRED-ALBO,ALBO,Albireo Pharma,2023-01-09,2022-08-16,8-K,0001104659-22-091453,https://www.sec.gov/Archives/edgar/data/1322505/000110465922091453/0001104659-22-091453-index.htm,,,Primary and complete submission text fetched.,LOW,LIKELY_NO_HIT
RHC-0104-ACQUIRED-ALBO,ALBO,Albireo Pharma,2023-01-09,2022-08-25,424B3,0001104659-22-094468,https://www.sec.gov/Archives/edgar/data/1322505/000110465922094468/0001104659-22-094468-index.htm,acquisition_proposal|unsolicited_proposal,acquisition proposal|unsolicited acquisition proposal,certain types of transactions that may involve an actual or threatened change of our control. These provisions are designed to reduce our vulnerability to an unsolicited acquisition proposal and to discourage certain tactics that may be used in proxy fights. Such provisions also may have the effect of preventing changes in our management. Delaware Statutory Business Combinations Provision We are subject to,LOW,POSSIBLE_HIT
RHC-0104-ACQUIRED-ALBO,ALBO,Albireo Pharma,2023-01-09,2022-09-22,8-K,0001104659-22-102172,https://www.sec.gov/Archives/edgar/data/1322505/000110465922102172/0001104659-22-102172-index.htm,,,Primary and complete submission text fetched.,LOW,LIKELY_NO_HIT
RHC-0104-ACQUIRED-ALBO,ALBO,Albireo Pharma,2023-01-09,2022-10-11,8-K,0001104659-22-107454,https://www.sec.gov/Archives/edgar/data/1322505/000110465922107454/0001104659-22-107454-index.htm,,,Primary and complete submission text fetched.,LOW,LIKELY_NO_HIT
RHC-0104-ACQUIRED-ALBO,ALBO,Albireo Pharma,2023-01-09,2022-11-08,10-Q,0001558370-22-016893,https://www.sec.gov/Archives/edgar/data/1322505/000155837022016893/0001558370-22-016893-index.htm,,,Primary and complete submission text fetched.,LOW,LIKELY_NO_HIT
RHC-0104-ACQUIRED-ALBO,ALBO,Albireo Pharma,2023-01-09,2022-11-08,8-K,0001104659-22-115925,https://www.sec.gov/Archives/edgar/data/1322505/000110465922115925/0001104659-22-115925-index.htm,,,Primary and complete submission text fetched.,LOW,LIKELY_NO_HIT
RHC-0104-ACQUIRED-ALBO,ALBO,Albireo Pharma,2023-01-09,2022-12-06,8-K,0001104659-22-124753,https://www.sec.gov/Archives/edgar/data/1322505/000110465922124753/0001104659-22-124753-index.htm,,,Primary and complete submission text fetched.,LOW,LIKELY_NO_HIT
RHC-0101-ACQUIRED-CHMA,CHMA,Chiasma,2021-05-05,2019-11-05,10-Q,0001193125-19-284741,https://www.sec.gov/Archives/edgar/data/1339469/000119312519284741/0001193125-19-284741-index.htm,,,Primary and complete submission text fetched.,LOW,LIKELY_NO_HIT
RHC-0101-ACQUIRED-CHMA,CHMA,Chiasma,2021-05-05,2019-11-05,8-K,0001193125-19-284720,https://www.sec.gov/Archives/edgar/data/1339469/000119312519284720/0001193125-19-284720-index.htm,,,Primary and complete submission text fetched.,LOW,LIKELY_NO_HIT
RHC-0101-ACQUIRED-CHMA,CHMA,Chiasma,2021-05-05,2020-01-10,8-K,0001193125-20-005017,https://www.sec.gov/Archives/edgar/data/1339469/000119312520005017/0001193125-20-005017-index.htm,,,Primary and complete submission text fetched.,LOW,LIKELY_NO_HIT
RHC-0101-ACQUIRED-CHMA,CHMA,Chiasma,2021-05-05,2020-01-13,8-K,0001193125-20-005887,https://www.sec.gov/Archives/edgar/data/1339469/000119312520005887/0001193125-20-005887-index.htm,,,Primary and complete submission text fetched.,LOW,LIKELY_NO_HIT
RHC-0101-ACQUIRED-CHMA,CHMA,Chiasma,2021-05-05,2020-02-21,8-K,0001193125-20-044722,https://www.sec.gov/Archives/edgar/data/1339469/000119312520044722/0001193125-20-044722-index.htm,,,Primary and complete submission text fetched.,LOW,LIKELY_NO_HIT
RHC-0101-ACQUIRED-CHMA,CHMA,Chiasma,2021-05-05,2020-03-16,10-K,0001193125-20-074902,https://www.sec.gov/Archives/edgar/data/1339469/000119312520074902/0001193125-20-074902-index.htm,,,Primary and complete submission text fetched.,LOW,LIKELY_NO_HIT
RHC-0101-ACQUIRED-CHMA,CHMA,Chiasma,2021-05-05,2020-03-16,8-K,0001193125-20-074878,https://www.sec.gov/Archives/edgar/data/1339469/000119312520074878/0001193125-20-074878-index.htm,,,Primary and complete submission text fetched.,LOW,LIKELY_NO_HIT
RHC-0101-ACQUIRED-CHMA,CHMA,Chiasma,2021-05-05,2020-04-08,8-K,0001193125-20-100860,https://www.sec.gov/Archives/edgar/data/1339469/000119312520100860/0001193125-20-100860-index.htm,,,Primary and complete submission text fetched.,LOW,LIKELY_NO_HIT
RHC-0101-ACQUIRED-CHMA,CHMA,Chiasma,2021-05-05,2020-04-28,DEF 14A,0001193125-20-123025,https://www.sec.gov/Archives/edgar/data/1339469/000119312520123025/0001193125-20-123025-index.htm,retained_advisor,financial advisor,"o sit on our Board of Directors include his extensive experience in the life sciences sector, his financial expertise and his years of experience providing strategic and financial advisory services to biopharmaceutical organizations. John A. Scarlett, M.D. joined our Board of Directors in February 2015. Dr. Scarlett has been Chief Executive Officer and director of Geron Corporation (NASDAQ: GERN), a biot",LOW,POSSIBLE_HIT
RHC-0101-ACQUIRED-CHMA,CHMA,Chiasma,2021-05-05,2020-05-07,10-Q,0001193125-20-136301,https://www.sec.gov/Archives/edgar/data/1339469/000119312520136301/0001193125-20-136301-index.htm,,,Primary and complete submission text fetched.,LOW,LIKELY_NO_HIT
RHC-0101-ACQUIRED-CHMA,CHMA,Chiasma,2021-05-05,2020-05-07,8-K,0001193125-20-136231,https://www.sec.gov/Archives/edgar/data/1339469/000119312520136231/0001193125-20-136231-index.htm,,,Primary and complete submission text fetched.,LOW,LIKELY_NO_HIT
RHC-0101-ACQUIRED-CHMA,CHMA,Chiasma,2021-05-05,2020-06-15,8-K,0001193125-20-169334,https://www.sec.gov/Archives/edgar/data/1339469/000119312520169334/0001193125-20-169334-index.htm,,,Primary and complete submission text fetched.,LOW,LIKELY_NO_HIT
RHC-0101-ACQUIRED-CHMA,CHMA,Chiasma,2021-05-05,2020-06-26,8-K,0001193125-20-181099,https://www.sec.gov/Archives/edgar/data/1339469/000119312520181099/0001193125-20-181099-index.htm,,,Primary and complete submission text fetched.,LOW,LIKELY_NO_HIT
RHC-0101-ACQUIRED-CHMA,CHMA,Chiasma,2021-05-05,2020-07-02,8-K,0001193125-20-185573,https://www.sec.gov/Archives/edgar/data/1339469/000119312520185573/0001193125-20-185573-index.htm,,,Primary and complete submission text fetched.,LOW,LIKELY_NO_HIT
RHC-0101-ACQUIRED-CHMA,CHMA,Chiasma,2021-05-05,2020-08-10,10-Q,0001193125-20-215056,https://www.sec.gov/Archives/edgar/data/1339469/000119312520215056/0001193125-20-215056-index.htm,,,Primary and complete submission text fetched.,LOW,LIKELY_NO_HIT
RHC-0101-ACQUIRED-CHMA,CHMA,Chiasma,2021-05-05,2020-08-10,8-K,0001193125-20-214957,https://www.sec.gov/Archives/edgar/data/1339469/000119312520214957/0001193125-20-214957-index.htm,,,Primary and complete submission text fetched.,LOW,LIKELY_NO_HIT
RHC-0101-ACQUIRED-CHMA,CHMA,Chiasma,2021-05-05,2020-10-01,8-K,0001193125-20-260463,https://www.sec.gov/Archives/edgar/data/1339469/000119312520260463/0001193125-20-260463-index.htm,,,Primary and complete submission text fetched.,LOW,LIKELY_NO_HIT
RHC-0101-ACQUIRED-CHMA,CHMA,Chiasma,2021-05-05,2020-11-05,10-Q,0001193125-20-286853,https://www.sec.gov/Archives/edgar/data/1339469/000119312520286853/0001193125-20-286853-index.htm,,,Primary and complete submission text fetched.,LOW,LIKELY_NO_HIT
RHC-0101-ACQUIRED-CHMA,CHMA,Chiasma,2021-05-05,2020-11-05,8-K,0001193125-20-286834,https://www.sec.gov/Archives/edgar/data/1339469/000119312520286834/0001193125-20-286834-index.htm,,,Primary and complete submission text fetched.,LOW,LIKELY_NO_HIT
RHC-0101-ACQUIRED-CHMA,CHMA,Chiasma,2021-05-05,2020-11-18,8-K,0001193125-20-296516,https://www.sec.gov/Archives/edgar/data/1339469/000119312520296516/0001193125-20-296516-index.htm,,,Primary and complete submission text fetched.,LOW,LIKELY_NO_HIT
RHC-0101-ACQUIRED-CHMA,CHMA,Chiasma,2021-05-05,2021-01-06,8-K,0001193125-21-003177,https://www.sec.gov/Archives/edgar/data/1339469/000119312521003177/0001193125-21-003177-index.htm,,,Primary and complete submission text fetched.,LOW,LIKELY_NO_HIT
RHC-0101-ACQUIRED-CHMA,CHMA,Chiasma,2021-05-05,2021-01-19,8-K,0001193125-21-010778,https://www.sec.gov/Archives/edgar/data/1339469/000119312521010778/0001193125-21-010778-index.htm,,,Primary and complete submission text fetched.,LOW,LIKELY_NO_HIT
RHC-0101-ACQUIRED-CHMA,CHMA,Chiasma,2021-05-05,2021-03-04,10-K,0001564590-21-010965,https://www.sec.gov/Archives/edgar/data/1339469/000156459021010965/0001564590-21-010965-index.htm,,,Primary and complete submission text fetched.,LOW,LIKELY_NO_HIT
RHC-0101-ACQUIRED-CHMA,CHMA,Chiasma,2021-05-05,2021-03-04,8-K,0001193125-21-069486,https://www.sec.gov/Archives/edgar/data/1339469/000119312521069486/0001193125-21-069486-index.htm,,,Primary and complete submission text fetched.,LOW,LIKELY_NO_HIT
